,id,coordinate,Start_Date,End_Date
2410,727241,"[29.519356, 30.946035]",-30.0,640.0
2411,727242,"[30.007659, 31.277397]",-330.0,640.0
2412,727243,"[31.009677, 30.758824]",-30.0,640.0
2413,727244,"[30.815779, 30.432395]",-750.0,640.0
2414,727245,"[31.489655, 30.850872]",-30.0,640.0
2415,727246,"[30.314872, 31.054465]",-330.0,640.0
2416,727247,"[32.292698, 31.255258]",-30.0,640.0
2417,727249,"[31.516665, 30.93333]",-750.0,640.0
2418,727250,"[30.078252, 31.314035]",-330.0,300.0
2419,727256,"[30.93728, 31.108961]",-30.0,640.0
2420,736884,"[31.248329, 29.511769]",-30.0,640.0
2421,736885,"[30.844594, 28.040578]",-330.0,640.0
2422,736886,"[30.924523, 28.938319]",-330.0,300.0
2423,736888,"[30.916624, 28.766518]",-330.0,640.0
2424,736889,"[31.25167, 29.408419]",-330.0,640.0
2425,736894,"[30.684246, 28.594064]",-30.0,640.0
2426,736896,"[30.999983, 29.532975]",-330.0,640.0
2427,736897,"[30.607999, 28.333897]",-30.0,640.0
2428,736900,"[31.086541, 29.250259]",-330.0,640.0
2429,736902,"[30.667061, 28.300524]",-330.0,640.0
2430,736904,"[30.417435, 29.40642]",-330.0,640.0
2431,736907,"[30.789392, 28.011782]",-30.0,640.0
2432,736909,"[30.533289, 29.383296]",-330.0,640.0
2433,736910,"[30.879437, 28.752637]",-30.0,300.0
2434,736914,"[31.028491, 28.953888]",-330.0,640.0
2435,736915,"[30.764134, 28.228761]",-30.0,300.0
2436,736917,"[30.750196, 28.030576]",300.0,640.0
2437,736918,"[30.895832, 29.253514]",-330.0,300.0
2438,736920,"[30.934614, 29.085459]",-330.0,640.0
2439,736924,"[30.8668, 28.649751]",-30.0,640.0
2440,736925,"[30.851566, 28.594029]",-330.0,640.0
2441,736928,"[30.723502, 28.394492]",-30.0,640.0
2442,736929,"[[[30.5, 29.0], [31.0, 29.0], [31.0, 29.5], [30.5, 29.5], [30.5, 29.0]]]",-330.0,640.0
2443,736930,"[30.842959, 28.859604]",-30.0,640.0
2444,736932,"[30.891032, 29.514834]",-330.0,640.0
2445,736933,"[30.99623, 29.059034]",-330.0,-30.0
2446,736934,"[30.778071, 29.240347]",300.0,640.0
2447,736935,"[31.194872, 29.442956]",-330.0,640.0
2448,736936,"[30.693397, 29.13416]",-330.0,300.0
2449,736937,"[30.650186, 29.099726]",-330.0,640.0
2450,736938,"[30.536904, 29.164332]",-330.0,640.0
2451,736941,"[30.651734, 28.172906]",-30.0,300.0
2452,736942,"[30.628713, 29.19691]",-330.0,-30.0
2453,736943,"[30.953521, 29.200151]",-330.0,640.0
2454,736944,"[30.602698, 28.410116]",-330.0,300.0
2455,736945,"[31.168106, 29.303135]",-330.0,640.0
2456,736946,"[30.981906, 29.143886]",-330.0,640.0
2457,736948,"[30.844081, 29.309049]",-550.0,640.0
2458,736949,"[30.782897, 28.479495]",-330.0,640.0
2459,736956,"[30.588404, 29.132354]",-330.0,640.0
2460,736960,"[30.774798, 28.421575]",300.0,640.0
2461,736962,"[30.36088, 29.453956]",-330.0,300.0
2462,736965,"[30.903084, 29.364165]",-330.0,640.0
2463,736966,"[30.71369, 28.303829]",-30.0,640.0
2464,736968,"[31.167999, 29.376311]",-330.0,300.0
2465,736969,"[30.841931, 28.706058]",-330.0,-30.0
2466,736970,"[31.027714, 29.074883]",-30.0,640.0
2467,736973,"[30.8214, 29.529099]",-330.0,640.0
2468,736976,"[30.768946, 28.119198]",-30.0,300.0
2469,736978,"[30.928899, 29.011096]",300.0,640.0
2470,736979,"[30.714858, 29.230139]",-30.0,640.0
2471,736981,"[30.770392, 28.5854]",-30.0,640.0
2472,736983,"[30.65172, 28.542574]",-550.0,640.0
2473,736985,"[31.268269, 29.644721]",-330.0,-30.0
2474,736986,"[30.691337, 28.595648]",-330.0,640.0
2475,736987,"[30.790823, 28.534866]",-30.0,300.0
2476,736988,"[30.798219, 28.675965]",-30.0,640.0
2477,736989,"[31.246691, 29.693885]",-330.0,640.0
2478,736990,"[30.742098, 28.346195]",-30.0,640.0
2479,736991,"[31.019428, 29.405491]",300.0,640.0
2480,736992,"[30.976721, 28.92326]",-330.0,640.0
2481,736993,"[31.238111, 29.311376]",300.0,640.0
2482,736995,"[30.904722, 29.055833]",-330.0,640.0
2483,736996,"[30.699977, 28.113288]",-330.0,640.0
2484,736997,"[30.663126, 28.470193]",-330.0,640.0
2485,736998,"[31.237597, 29.586777]",-330.0,640.0
2486,737000,"[30.733332, 28.43333]",-30.0,640.0
2487,737001,"[30.607072, 29.27687]",-330.0,640.0
2488,737002,"[30.816665, 28.661106]",-30.0,640.0
2489,737003,"[30.794038, 29.3787]",300.0,640.0
2490,737005,"[30.889994, 28.819983]",-330.0,640.0
2491,737006,"[30.777929, 29.383139]",-30.0,640.0
2492,737008,"[31.08033, 29.453786]",-330.0,640.0
2493,737010,"[30.467953, 29.383026]",-330.0,300.0
2494,737011,"[30.749598, 28.534079]",-30.0,640.0
2495,737013,"[30.851682, 29.368019]",300.0,640.0
2496,737015,"[30.6756, 29.355851]",-30.0,640.0
2497,737018,"[30.635694, 29.333647]",-330.0,300.0
2498,737019,"[31.121075, 29.318511]",300.0,640.0
2499,737020,"[30.853056, 28.825275]",-330.0,300.0
2500,737021,"[30.764563, 29.407835]",-330.0,300.0
2501,737023,"[30.870335, 29.422542]",-330.0,640.0
2502,737025,"[30.790798, 28.534878]",-30.0,300.0
2503,737027,"[30.889635, 28.852632]",-330.0,640.0
2504,737029,"[30.968603, 29.206382]",-330.0,640.0
2505,737036,"[30.671737, 28.38104]",-30.0,640.0
2506,737039,"[31.181393, 29.205646]",-330.0,300.0
2507,737040,"[30.676065, 28.613159]",300.0,640.0
2508,737041,"[30.969816, 29.353759]",300.0,640.0
2509,737042,"[30.68444, 28.575245]",-30.0,640.0
2510,737043,"[30.709449, 28.549991]",-30.0,640.0
2511,737045,"[30.706236, 28.509504]",-330.0,640.0
2512,737046,"[30.792536, 28.399797]",-330.0,300.0
2513,737047,"[30.771891, 28.77959]",-330.0,640.0
2514,737048,"[30.668973, 28.531815]",-30.0,640.0
2515,737049,"[30.936388, 28.904122]",-330.0,-30.0
2516,737052,"[30.913517, 28.969872]",-330.0,640.0
2517,737053,"[30.66897, 29.532004]",-330.0,640.0
2518,737054,"[30.713324, 28.299147]",-30.0,640.0
2519,737055,"[31.159341, 29.391404]",-330.0,640.0
2520,737056,"[30.800997, 28.73639]",300.0,640.0
2521,737058,"[30.813912, 28.690262]",-330.0,640.0
2522,737059,"[30.772361, 28.500926]",-30.0,640.0
2523,737060,"[30.784812, 28.629198]",-30.0,640.0
2524,737061,"[30.844433, 28.648193]",-30.0,640.0
2525,737062,"[30.833315, 28.033111]",-330.0,640.0
2526,737064,"[30.850006, 28.86996]",-330.0,640.0
2527,737065,"[30.799901, 29.100058]",-330.0,640.0
2528,737066,"[30.959842, 29.476667]",-330.0,640.0
2529,737068,"[31.11989, 29.216776]",-330.0,640.0
2530,737070,"[30.948608, 28.934161]",300.0,640.0
2531,737071,"[30.808346, 29.230607]",-330.0,640.0
2532,737072,"[30.762808, 29.107063]",-330.0,640.0
2533,737073,"[30.91132, 28.769908]",-330.0,640.0
2534,737074,"[30.602682, 29.119438]",-330.0,640.0
2535,737075,"[30.708324, 28.023569]",-30.0,640.0
2536,737076,"[30.694751, 28.143269]",-30.0,640.0
2537,737077,"[30.771322, 28.189047]",-330.0,300.0
2538,737078,"[30.629406, 28.386471]",300.0,640.0
2539,737079,"[30.800827, 28.606577]",-330.0,640.0
2540,737080,"[30.726807, 28.079479]",-30.0,640.0
2541,737081,"[30.49696, 29.348065]",-330.0,640.0
2542,737085,"[31.099433, 29.048369]",300.0,640.0
2543,737086,"[31.19594, 29.23844]",-30.0,640.0
2544,737087,"[30.827262, 28.850057]",-330.0,640.0
2545,737089,"[31.109977, 29.179814]",-330.0,640.0
2546,737090,"[31.051802, 29.153595]",-330.0,640.0
2547,737091,"[30.67969, 28.150535]",300.0,640.0
2548,737092,"[31.265599, 29.825844]",-330.0,640.0
2549,737094,"[30.698945, 28.171975]",-30.0,640.0
2550,737097,"[30.854627, 28.918747]",300.0,640.0
2551,746697,"[35.499439, 30.041726]",-330.0,640.0
2552,746698,"[35.487534, 30.008124]",-330.0,640.0
2553,746706,"[34.399694, 28.907113]",-330.0,640.0
2554,746709,"[34.941557, 29.284104]",-330.0,300.0
2555,746716,"[35.328624, 29.960788]",-330.0,640.0
2556,746735,"[35.42995, 30.118172]",-330.0,300.0
2557,746737,"[35.514218, 30.011393]",-330.0,300.0
2558,746754,"[34.9866, 29.544099]",-750.0,-30.0
2559,746759,"[35.423859, 30.085742]",-330.0,300.0
2560,746760,"[35.493714, 30.053379]",300.0,640.0
2561,746762,"[35.553898, 30.11044]",-750.0,300.0
2562,746763,"[35.583895, 29.936929]",-330.0,640.0
2563,746765,"[35.415062, 30.073726]",-750.0,300.0
2564,746767,"[35.451067, 30.072794]",-330.0,300.0
2565,746769,"[35.485001, 30.09305]",-750.0,300.0
2566,746770,"[35.442655, 30.13735]",-330.0,300.0
2567,746771,"[35.445121, 30.08089]",-330.0,300.0
2568,746772,"[35.476977, 30.101833]",-330.0,300.0
2569,746775,"[35.017251, 28.477537]",-750.0,300.0
2570,746777,"[34.745184, 28.398858]",-330.0,640.0
2571,746788,"[34.663554, 29.036093]",-30.0,300.0
2572,746792,"[33.609633, 28.717525]",-30.0,640.0
2573,746794,"[[[32.5, 29.5], [33.0, 29.5], [33.0, 30.0], [32.5, 30.0], [32.5, 29.5]]]",-330.0,640.0
2574,746817,"[35.126219, 29.793127]",-30.0,300.0
2575,746818,"[34.815729, 28.532066]",-750.0,300.0
2576,746819,"[34.5136, 28.500217]",-30.0,300.0
2577,746820,"[33.684238, 28.159636]",-30.0,640.0
2578,746821,"[33.591143, 28.709147]",300.0,640.0
2579,746822,"[35.452813, 29.544414]",-330.0,300.0
2580,746829,"[35.482011, 29.544094]",-330.0,300.0
2581,746835,"[35.064792, 29.596687]",-30.0,640.0
2582,746836,"[33.325467, 29.057354]",-330.0,640.0
2583,746837,"[35.264022, 30.00071]",-30.0,300.0
2584,750429666,"[29.333603, 25.501066]",,
2585,755568222,"[33.3449235, 34.7968951]",-10000.0,-3300.0
2586,756515,"[31.516662, 26.899995]",-330.0,640.0
2587,756518,"[30.882706, 27.813026]",-30.0,640.0
2588,756532,"[31.416623, 26.833145]",-30.0,640.0
2589,756534,"[31.326702, 26.937588]",-30.0,640.0
2590,756536,"[31.318371, 27.043246]",300.0,640.0
2591,756538,"[31.665497, 26.511376]",-330.0,640.0
2592,756541,"[32.160118, 26.057183]",300.0,640.0
2593,756542,"[31.714189, 26.525085]",-30.0,640.0
2594,756545,"[32.307667, 26.059231]",-330.0,640.0
2595,756566,"[32.312497, 26.016881]",-330.0,640.0
2596,756569,"[30.808077, 27.774567]",-30.0,640.0
2597,756572,"[30.763732, 27.545088]",-30.0,640.0
2598,756574,"[30.803793, 27.777989]",-550.0,640.0
2599,756576,"[31.092266, 27.312625]",300.0,640.0
2600,756577,"[30.730473, 27.856977]",300.0,640.0
2601,756578,"[31.234697, 27.146592]",-330.0,640.0
2602,756581,"[30.824444, 27.640257]",-30.0,640.0
2603,756586,"[30.757485, 27.776838]",-330.0,640.0
2604,756587,"[30.806802, 27.775041]",-30.0,640.0
2605,756588,"[30.817991, 27.438183]",-330.0,640.0
2606,756591,"[31.888573, 26.323611]",-30.0,640.0
2607,756593,"[31.186577, 27.183861]",-330.0,640.0
2608,756598,"[30.970717, 27.312131]",300.0,640.0
2609,756599,"[30.84577, 27.730769]",300.0,640.0
2610,756600,"[30.75139, 27.593048]",-30.0,640.0
2611,756601,"[30.867731, 27.77341]",-30.0,640.0
2612,756602,"[30.747262, 27.441651]",-30.0,640.0
2613,756603,"[31.236681, 27.112357]",300.0,640.0
2614,756604,"[32.169836, 26.127024]",300.0,640.0
2615,756607,"[30.775231, 27.80663]",300.0,640.0
2616,756612,"[31.517015, 26.739343]",300.0,640.0
2617,756613,"[31.744276, 26.563897]",-330.0,640.0
2618,756616,"[30.788099, 27.537004]",300.0,640.0
2619,756617,"[30.744619, 27.665266]",300.0,640.0
2620,756620,"[31.944207, 26.288791]",300.0,640.0
2621,756621,"[30.875742, 27.626059]",-30.0,640.0
2622,756622,"[31.40847, 26.919206]",-30.0,640.0
2623,756623,"[31.533334, 26.699993]",300.0,640.0
2624,756624,"[30.82405, 27.501257]",300.0,640.0
2625,756626,"[30.83331, 27.399977]",-30.0,300.0
2626,756628,"[31.600403, 26.653194]",-30.0,640.0
2627,756631,"[31.602632, 26.665459]",-30.0,640.0
2628,756632,"[30.740293, 27.843031]",-30.0,640.0
2629,756633,"[30.79533, 27.904643]",300.0,640.0
2630,756634,"[31.444085, 26.904908]",300.0,640.0
2631,756635,"[31.803539, 26.47798]",-330.0,640.0
2632,756641,"[31.555114, 26.779471]",-30.0,640.0
2633,756642,"[30.8064, 27.708491]",-30.0,640.0
2634,756643,"[30.789423, 27.491633]",-30.0,640.0
2635,756646,"[30.763729, 27.629737]",-30.0,640.0
2636,756650,"[30.704427, 27.57436]",300.0,640.0
2637,756651,"[30.826197, 27.685977]",-330.0,640.0
2638,756653,"[30.697703, 27.644492]",300.0,640.0
2639,756659,"[31.841893, 26.341487]",-330.0,640.0
2640,756661,"[30.882376, 27.810597]",300.0,640.0
2641,756662,"[30.736688, 27.774692]",-330.0,640.0
2642,756665,"[30.800998, 27.876077]",-30.0,640.0
2643,756667,"[31.498968, 26.768177]",-30.0,640.0
2644,756669,"[32.002693, 26.234131]",300.0,640.0
2645,589660,"[25.486972, 35.190888]",-750.0,640.0
2646,589661,"[24.251553, 35.191103]",-30.0,300.0
2647,589664,"[25.470503, 35.211259]",-750.0,-330.0
2648,589665,"[24.792253, 34.945546]",-330.0,-30.0
2649,589668,"[24.799669, 34.930553]",-30.0,640.0
2650,589670,"[25.10798, 35.012837]",-30.0,300.0
2651,589672,"[[24.7936586, 35.0592625], [24.793604, 35.0589815], [24.7933501, 35.0588391], [24.7928376, 35.0588197], [24.7925529, 35.0586954], [24.7924343, 35.0586177], [24.7922729, 35.0586449], [24.7921353, 35.0587614], [24.7921069, 35.0589751], [24.7922113, 35.0592042], [24.792496, 35.0592975], [24.7928424, 35.0593596], [24.7932371, 35.0600175], [24.7937486, 35.0598813], [24.793576, 35.0593719], [24.7936586, 35.0592625]]",-2000.0,-1000.0
2652,589677,"[24.928581, 35.058417]",-330.0,-30.0
2653,589679,"[24.599822, 35.376405]",-330.0,640.0
2654,589681,"[24.612194, 35.350768]",-550.0,300.0
2655,589685,"[24.472193, 35.224136]",-550.0,300.0
2656,589686,"[26.228605, 35.038197]",-330.0,300.0
2657,589687,"[24.259824, 35.364146]",-330.0,300.0
2658,589691,"[25.566424, 35.278001]",-750.0,-550.0
2659,589694,"[24.091067, 35.216576]",-750.0,300.0
2660,589696,"[25.018525, 35.404896]",-750.0,-30.0
2661,589702,"[24.381567, 35.205006]",-330.0,300.0
2662,589703,"[25.069229, 35.3270599]",1700.0,2100.0
2663,589704,"[[24.1405648, 35.4629885], [24.1407669, 35.4633737], [24.1409152, 35.4636999], [24.1411902, 35.4642599], [24.1417464, 35.4641326], [24.1422214, 35.4641224], [24.1422464, 35.4636287], [24.1421714, 35.4632011], [24.1426011, 35.4625316], [24.1415339, 35.4625749], [24.1413193, 35.4609459], [24.1406277, 35.4610138], [24.1406783, 35.4625287], [24.140915, 35.4628168], [24.1405648, 35.4629885]]",-750.0,300.0
2664,589705,"[24.060291, 35.22746]",-330.0,640.0
2665,589709,"[25.450283, 34.992568]",-550.0,640.0
2666,589710,"[25.282439, 35.080331]",-750.0,640.0
2667,589715,"[24.781191, 35.412366]",-30.0,300.0
2668,589721,"[24.9602992, 35.0585608]",1700.0,2100.0
2669,589727,"[25.07758, 35.003313]",-750.0,-30.0
2670,589730,"[25.402881, 35.060832]",-750.0,640.0
2671,589731,"[23.586137, 35.239475]",-30.0,300.0
2672,589733,"[24.512052, 35.149963]",-550.0,-30.0
2673,589735,"[24.866882, 35.010257]",-30.0,300.0
2674,589737,"[27.795194538095945, 36.147451254365855]",-30.0,300.0
2675,589745,"[23.533687, 35.378747]",-30.0,300.0
2676,589752,"[25.340768, 35.102226]",-750.0,-550.0
2677,589753,"[23.986197, 35.452699]",-30.0,300.0
2678,589756,"[25.228768, 35.186911]",-330.0,-30.0
2679,589765,"[26.161615, 35.188402]",-750.0,-30.0
2680,589773,"[24.696013, 35.208758]",-30.0,640.0
2681,589774,"[25.1853171, 35.2384257]",1700.0,2100.0
2682,589775,"[23.794048, 35.283178]",-330.0,640.0
2683,589777,"[26.102891, 35.176896]",-30.0,300.0
2684,589781,"[25.481758, 35.171325]",-750.0,640.0
2685,589792,"[24.811451, 34.964922]",-30.0,300.0
2686,589807,"[25.737138, 35.009031]",-750.0,640.0
2687,589810,"[24.317438, 35.348196]",-30.0,300.0
2688,589812,"[25.095795, 35.113099]",-550.0,300.0
2689,589813,"[23.73635, 35.274179]",-550.0,300.0
2690,589815,"[28.15629, 36.41451]",-750.0,640.0
2691,589818,"[23.585798, 35.343204]",-550.0,300.0
2692,589819,"[25.283734, 34.987826]",-330.0,640.0
2693,589822,"[25.72338, 35.118566]",-330.0,300.0
2694,589827,"[27.8587248, 35.9293933]",2000.0,2099.0
2695,589832,"[23.692507, 35.242832]",-30.0,300.0
2696,589838,"[23.738349, 35.330337]",-330.0,640.0
2697,589839,"[25.45783, 35.207353]",-750.0,640.0
2698,589842,"[25.47028, 35.217714]",-2000.0,-850.0
2699,589845,"[26.910656, 35.421314]",-750.0,300.0
2700,589848,"[23.992431, 35.458693]",-550.0,640.0
2701,589849,"[23.704503, 35.251833]",-330.0,-30.0
2702,589850,"[25.3704653, 34.9992705]",1700.0,2100.0
2703,589851,"[24.587203, 35.270349]",-550.0,-30.0
2704,589854,"[25.579513, 35.14556]",300.0,640.0
2705,589855,"[24.988196, 35.201411]",-30.0,300.0
2706,589856,"[23.707219, 35.280752]",-550.0,300.0
2707,589859,"[24.07137, 34.867327]",-550.0,-30.0
2708,589860,"[25.867679, 35.111016]",-750.0,-550.0
2709,589862,"[25.488132, 35.16316]",300.0,640.0
2710,589863,"[23.963011, 35.40465]",-330.0,300.0
2711,589870,"[23.660727, 35.495307]",-330.0,640.0
2712,589871,"[24.154258, 35.47108]",-330.0,300.0
2713,589872,"[25.163106, 35.297847]",-750.0,640.0
2714,589874,"[25.750284, 35.259521]",-330.0,640.0
2715,589875,"[25.477444, 35.198778]",-750.0,-30.0
2716,589878,"[24.674068, 35.131247]",-550.0,-30.0
2717,589885,"[24.979308, 35.227915]",-750.0,300.0
2718,589886,"[24.01869, 35.515775]",-750.0,640.0
2719,589889,"[24.878375, 35.407779]",-550.0,300.0
2720,589893,"[24.400467, 35.192161]",-30.0,300.0
2721,589894,"[24.336077, 35.28658]",-330.0,640.0
2722,589897,"[24.825821, 34.941168]",-330.0,640.0
2723,589901,"[24.925981, 34.933931]",-330.0,640.0
2724,589909,"[26.131172, 34.940988]",-330.0,640.0
2725,589913,"[28.0881777, 36.0913239]",-750.0,640.0
2726,589914,"[23.7865776, 35.2406412]",-330.0,640.0
2727,589916,"[23.696805, 35.246623]",-330.0,-30.0
2728,589917,"[25.101561, 35.202401]",-330.0,300.0
2729,589918,"[25.3682, 35.2081]",-750.0,640.0
2730,589920,"[25.466087, 35.158696]",300.0,640.0
2731,589921,"[25.581903, 35.083064]",-550.0,-30.0
2732,589931,"[24.939244, 34.97112]",-30.0,300.0
2733,589933,"[24.165177, 35.501793]",-330.0,300.0
2734,589937,"[25.90428, 35.183436]",-30.0,640.0
2735,589939,"[24.426379, 35.295371]",-330.0,300.0
2736,589940,"[25.422312, 35.189564]",-30.0,300.0
2737,589941,"[23.634356, 35.511201]",-750.0,-30.0
2738,589957,"[25.714223, 35.070797]",-550.0,300.0
2739,589959,"[25.738816, 35.257679]",-750.0,640.0
2740,589972,"[25.03539, 35.146088]",-30.0,300.0
2741,589976,"[24.603183, 35.387052]",-550.0,640.0
2742,589983,"[23.666588, 35.273199]",-550.0,300.0
2743,589984,"[23.774253, 35.531102]",-750.0,300.0
2744,589988,"[24.508285, 35.264859]",-750.0,-30.0
2745,589990,"[23.728488, 35.491054]",-30.0,300.0
2746,589994,"[24.3466822, 35.1866272]",1700.0,2100.0
2747,589998,"[25.432465, 35.173708]",-750.0,-550.0
2748,589999,"[23.879076, 35.242183]",-550.0,640.0
2749,590000,"[23.895571, 35.487137]",-750.0,-30.0
2750,590011,"[[26.0903352, 35.1245586], [26.0901915, 35.124627], [26.0898932, 35.1244568], [26.0896786, 35.1242023], [26.0894919, 35.1236723], [26.0894898, 35.123388], [26.0895241, 35.1231458], [26.0895992, 35.1229334], [26.0898117, 35.1226596], [26.0901357, 35.1224701], [26.0904597, 35.122277], [26.0909296, 35.1221524], [26.0911335, 35.1221085], [26.0913716, 35.122177], [26.0916163, 35.1224736], [26.0916463, 35.1227596], [26.0915218, 35.1232651], [26.0913502, 35.1235845], [26.0906614, 35.1243164], [26.0905455, 35.1245235], [26.0903352, 35.1245586]]",-750.0,640.0
2751,590013,"[25.258393, 35.045887]",-550.0,300.0
2752,590015,"[25.792219, 35.044714]",-750.0,-330.0
2753,590018,"[24.565276, 35.105158]",-330.0,300.0
2754,590021,"[24.925771, 35.000908]",-30.0,300.0
2755,590022,"[25.203857, 35.079935]",-30.0,300.0
2756,590026,"[25.024828, 35.228138]",-330.0,640.0
2757,590028,"[24.472901, 35.371092]",-550.0,300.0
2758,590029,"[24.95067, 35.006393]",-550.0,-30.0
2759,590030,"[28.227611, 36.443113]",-550.0,640.0
2760,590033,"[25.167438, 35.012191]",-750.0,300.0
2761,590034,"[23.732629, 35.47529]",-550.0,300.0
2762,590035,"[25.350567, 35.028095]",-330.0,-30.0
2763,590045,"[26.108246, 35.208535]",-330.0,640.0
2764,590048,"[24.745073, 36.97482]",-1000.0,-1.0
2765,590056,"[24.690053, 35.101358]",-330.0,300.0
2766,590058,"[23.69716, 35.26697]",-330.0,-30.0
2767,590064,"[23.81394, 35.252047]",-330.0,640.0
2768,590065,"[26.121005, 35.011493]",-750.0,-30.0
2769,590071,"[24.200549, 35.447544]",-330.0,-30.0
2770,590072,"[23.970017, 35.236215]",-750.0,640.0
2771,590080,"[25.859805, 35.152278]",-30.0,300.0
2772,590084,"[[25.019657, 35.2980292], [25.0199315, 35.298586], [25.0201865, 35.2987432], [25.0202963, 35.2990151], [25.0206452, 35.2991528], [25.0207486, 35.2986472], [25.0204007, 35.2981075], [25.0197868, 35.2979471], [25.019657, 35.2980292]]",-3000.0,-1000.0
2773,590086,"[25.8114283, 35.0822488]",-2000.0,640.0
2774,590087,"[24.102985, 34.82138]",-30.0,640.0
2775,590088,"[24.60471, 35.267953]",-550.0,-30.0
2776,590089,"[[[24.5, 35.0], [25.0, 35.0], [25.0, 35.5], [24.5, 35.5], [24.5, 35.0]]]",-550.0,-30.0
2777,590090,"[24.616875, 35.370722]",-30.0,300.0
2778,590091,"[23.695221, 35.279016]",-330.0,-30.0
2779,590092,"[25.742098, 35.120765]",-750.0,-550.0
2780,590095,"[24.8441326, 35.3080415]",-750.0,300.0
2781,590097,"[[24.8667654, 37.7738867], [24.8666528, 37.7736408], [24.8666796, 37.7734669], [24.8665723, 37.7730302], [24.8664006, 37.772763], [24.8660519, 37.7726697], [24.8656389, 37.7726401], [24.8646679, 37.7727461], [24.8643568, 37.7728394], [24.864051, 37.773433], [24.8638954, 37.7736959], [24.8638954, 37.7738316], [24.8639062, 37.7743362], [24.8642066, 37.7743828], [24.8640242, 37.7745863], [24.8642763, 37.7749425], [24.8643568, 37.7750273], [24.8645016, 37.7750655], [24.8646787, 37.7751036], [24.864861, 37.7750867], [24.8650595, 37.7751121], [24.8653921, 37.775269], [24.8657247, 37.7753538], [24.8659768, 37.7754259], [24.8661861, 37.7752266], [24.8663845, 37.775464], [24.8667815, 37.7758032], [24.8673609, 37.7759389], [24.8675808, 37.7759262], [24.868364, 37.7755658], [24.868702, 37.7754513], [24.8683372, 37.7750146], [24.8677471, 37.7748195], [24.8675164, 37.7748831], [24.8672589, 37.7744464], [24.8667654, 37.7738867]]",-750.0,-30.0
2782,590102,"[26.137832, 35.075826]",-30.0,300.0
2783,59656,"[79.111003, 29.381476]",-30.0,300.0
2784,59659,"[88.430067, 23.620683]",-30.0,300.0
2785,59662,"[70.234278, 34.288484]",-30.0,300.0
2786,59663,"[73.350946, 22.961523]",-30.0,300.0
2787,59668,"[69.310488, 34.992542]",-330.0,300.0
2788,59672,"[69.640562, 40.264798]",-330.0,640.0
2789,59683,"[80.056044, 27.478658]",-30.0,300.0
2790,59694,"[68.388483, 33.498616]",-330.0,300.0
2791,59702,"[71.161012, 34.663757]",-330.0,640.0
2792,59703,"[72.48637, 33.916803]",-330.0,300.0
2793,59711,"[72.602753, 34.028693]",-30.0,300.0
2794,59717,"[83.021033, 25.020732]",-30.0,300.0
2795,59722,"[71.834758, 21.770393]",-30.0,300.0
2796,59727,"[64.627005, 25.22383]",-330.0,-30.0
2797,59730,"[86.319292, 22.270096]",-30.0,640.0
2798,59731,"[72.349267, 34.015874]",-330.0,300.0
2799,59737,"[72.983068, 21.70078]",-330.0,300.0
2800,59739,"[77.791142, 26.860053]",-30.0,300.0
2801,59740,"[72.210835, 34.684305]",-330.0,-30.0
2802,59748,"[82.153531, 22.081816]",-30.0,300.0
2803,59750,"[73.393843, 32.520613]",-330.0,640.0
2804,59758,"[87.439721, 25.781491]",-330.0,300.0
2805,59759,"[69.755491, 34.951323]",-30.0,300.0
2806,59767,"[81.934312, 21.852861]",-30.0,300.0
2807,59771,"[79.922825, 37.112392]",-30.0,640.0
2808,59775,"[77.649033, 28.030792]",-330.0,300.0
2809,59777,"[82.714728, 25.205564]",-30.0,300.0
2810,59794,"[84.731548, 24.881711]",-30.0,300.0
2811,59799,"[72.483036, 34.502149]",-330.0,-30.0
2812,59803,"[72.79376, 34.648977]",-330.0,300.0
2813,59807,"[78.502924, 25.692849]",-30.0,300.0
2814,59812,"[74.541542, 32.238201]",-330.0,300.0
2815,59821,"[81.810766, 25.425265]",-330.0,-30.0
2816,59824,"[64.3142, 31.878378]",-30.0,300.0
2817,59825,"[77.064491, 27.330766]",-30.0,300.0
2818,59831,"[67.055289, 24.855015]",-330.0,640.0
2819,59835,"[81.857671, 26.953896]",-30.0,640.0
2820,59847,"[77.256284, 28.612334]",-30.0,300.0
2821,59856,"[85.052746, 25.227741]",-330.0,-30.0
2822,59861,"[68.849077, 27.689213]",-30.0,300.0
2823,59862,"[79.918632, 27.053262]",-30.0,300.0
2824,59863,"[70.47051, 23.481786]",-30.0,300.0
2825,59866,"[83.033976, 25.326033]",-330.0,300.0
2826,59870,"[88.132158, 23.63355]",-330.0,-30.0
2827,59873,"[81.392899, 25.338984]",-1000.0,599.0
2828,59875,"[88.137799, 25.022024]",-30.0,300.0
2829,59876,"[82.739094, 25.333951]",-30.0,300.0
2830,59880,"[77.715146, 23.475906]",-30.0,300.0
2831,59881,"[66.455092, 25.6558]",-330.0,300.0
2832,59897,"[75.22933, 37.774616]",-30.0,640.0
2833,59915,"[66.947223, 39.656498]",-330.0,300.0
2834,59926,"[76.289743, 22.523077]",-30.0,300.0
2835,59931,"[77.678846, 27.483527]",-330.0,300.0
2836,59933,"[73.075764, 22.060829]",-30.0,300.0
2837,59934,"[82.299705, 25.219374]",-30.0,300.0
2838,59937,"[63.428222, 25.234509]",-330.0,300.0
2839,59940,"[68.073615, 26.823941]",-30.0,300.0
2840,59945,"[66.82551, 39.046026]",-330.0,-30.0
