id,coordinates,Start_Date,End_Date
113295,"[[2.1992401, 49.0088091], [2.1993856, 49.0087552], [2.1994535, 49.008731], [2.1995912, 49.0086797], [2.1999917, 49.0085375], [2.2000604, 49.0085131], [2.2000852, 49.0085055], [2.2001713, 49.008479], [2.2003812, 49.0084084], [2.2003988, 49.0084019], [2.2005418, 49.0083494], [2.2013649, 49.0080658], [2.2015058, 49.0080167], [2.2016609, 49.0079637], [2.2018779, 49.0078895], [2.2021549, 49.0077948], [2.202255, 49.0077606], [2.2023057, 49.0077435], [2.2023506, 49.0077284], [2.2028506, 49.0075601], [2.2029001, 49.0075434], [2.2029261, 49.0075347], [2.2029814, 49.007516], [2.2036261, 49.0072948], [2.2036392, 49.0072903], [2.2036725, 49.0072789], [2.2037635, 49.0072477], [2.2038174, 49.0072292], [2.2040068, 49.0071642], [2.2042832, 49.0070692], [2.2045712, 49.0069704], [2.2048561, 49.0068727], [2.2050688, 49.0067998], [2.2052112, 49.006751], [2.2053589, 49.0067003], [2.2054145, 49.0066812], [2.2054516, 49.0066685], [2.2055854, 49.0066242], [2.2058439, 49.0065412], [2.2059872, 49.0064935]]",-30.0,300.0
113296,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113297,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113298,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113299,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113300,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113301,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113302,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113303,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113305,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113306,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,300.0
113307,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,300.0
113308,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,300.0
113309,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,300.0
113310,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,300.0
113311,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,300.0
113312,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113313,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113314,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113315,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113316,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113317,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113318,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113319,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113320,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113321,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113322,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113323,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113324,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113325,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113326,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113327,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113328,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113329,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113330,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113331,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113332,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113333,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
113334,"[[[0.0, 47.0], [9.0, 47.0], [9.0, 52.0], [0.0, 52.0], [0.0, 47.0]]]",-30.0,640.0
